id	ACE_date	Bmag	Bx	By	Bz	flg_knd	flg_scstrm
45073	2021-04-06 09:00:00	6.53	-2.57	-2.275	5.555	10	0
45061	2021-04-06 08:00:00	7.17467	-2.623	-3.12483	5.87067	10	0
45049	2021-04-06 07:00:00	7.38564	-3.08382	-1.344	6.21509	10	0
45037	2021-04-06 06:00:00	7.086	-2.988	-1.078	6.328	10	0
45025	2021-04-06 05:00:00	7.11	-1.95	-1.1	6.75	10	0
45013	2021-04-06 04:00:00	6.85	-2.632	1.882	6.03	10	0
45001	2021-04-06 03:00:00	8.088	-2.618	1.066	7.54	10	0
44989	2021-04-06 02:00:00	8.324	-1.824	5.894	5.568	10	0
44977	2021-04-06 01:00:00	8.968	-2.312	7.158	4.874	10	0
44965	2021-04-06 00:00:00	8.614	-1.702	6.238	5.678	10	0
44953	2021-04-05 23:00:00	8.918	-1.878	8.098	3.046	10	0
44941	2021-04-05 22:00:00	7.99	-1.51	3.832	6.808	10	0
44930	2021-04-05 21:00:00	8.602	-0.912	5.912	6.152	10	0
44917	2021-04-05 20:00:00	7.416	-1.736	4.47	5.65	10	0
44905	2021-04-05 19:00:00	7.878	-0.428	5.72	5.388	10	0
44893	2021-04-05 18:00:00	8.748	-2.026	8.016	2.82	10	0
44881	2021-04-05 17:00:00	8.6	0.46	7.35	4.43	10	0
44869	2021-04-05 16:00:00	8.472	-0.088	7.916	2.89	10	0
44857	2021-04-05 15:00:00	8.384	-0.154	8.36	0.578	10	0
44845	2021-04-05 14:00:00	8.174	2.442	7.448	2.198	10	0
44833	2021-04-05 13:00:00	8.074	0.19	6.97	-4.068	10	0
44821	2021-04-05 12:00:00	8.338	-1.31	8.058	-1.498	10	0
44809	2021-04-05 11:00:00	8.78667	-0.568333	6.90667	-5.395	10	0
44797	2021-04-05 10:00:00	8.686	-0.822	4.39	-7.314	10	0
44785	2021-04-05 09:00:00	7.73	-2.188	5.54	-3.454	10	0
44773	2021-04-05 08:00:00	5.51727	0.666364	1.55182	5.11909	10	0
44761	2021-04-05 07:00:00	6.032	-0.028	-0.423	5.99	10	0
44749	2021-04-05 06:00:00	6.498	-0.224	-2.042	6.158	10	0
44737	2021-04-05 05:00:00	5.85	0.026	-0.65	5.65	10	0
44725	2021-04-05 04:00:00	4.41	1.476	-1.714	3.76	10	0
44713	2021-04-05 03:00:00	4.464	-2.194	3.448	1.738	10	0
44701	2021-04-05 02:00:00	4.268	-2.438	3.206	1.406	10	0
44689	2021-04-05 01:00:00	3.606	-1.908	2.944	0.838	10	0
44677	2021-04-05 00:00:00	3.406	-0.13	3.23	1.05	10	0
44665	2021-04-04 23:00:00	3.198	2.412	1.564	1.394	10	0
44653	2021-04-04 22:00:00	3.53	1.168	3.202	0.848	10	0
44641	2021-04-04 21:00:00	2.74	1.726	0.63	-1.928	10	0
44629	2021-04-04 20:00:00	1.83	1.49	0.81	-0.68	10	0
44617	2021-04-04 19:00:00	0.784	0.19	0.732	-0.116	10	0
44605	2021-04-04 18:00:00	1.03333	0.966667	-0.318333	0.126667	10	0
44593	2021-04-04 17:00:00	1.294	1.178	-0.504	-0.166	10	0
44581	2021-04-04 16:00:00	1.924	1.152	-1.522	0.142	10	0
44569	2021-04-04 15:00:00	2.454	0.668	-2.352	0.02	10	0
44557	2021-04-04 14:00:00	2.24	0.142	-0.542	-2.148	10	0
44545	2021-04-04 13:00:00	0.92	-0.248	-0.356	-0.754	10	0
44533	2021-04-04 12:00:00	1.072	-0.73	-0.004	-0.614	10	0
44521	2021-04-04 11:00:00	1.122	-0.416	0.914	0.256	10	0
44509	2021-04-04 10:00:00	2.36	-2.32	0.2	-0.364	10	0
44497	2021-04-04 09:00:00	2.136	-1.518	0.326	-1.44	10	0
44485	2021-04-04 08:00:00	2.326	1.738	-1.36	-0.716	10	0
44474	2021-04-04 07:00:00	1.958	1.41	-0.856	-1.006	10	0
44461	2021-04-04 06:00:00	2.322	-1.856	1.324	-0.382	10	0
44449	2021-04-04 05:00:00	2.554	1.946	1.448	-0.716	10	0
44437	2021-04-04 04:00:00	2.738	1.698	1.79	-1.186	10	0
44425	2021-04-04 03:00:00	2.808	2.474	0.776	-1.06	10	0
44413	2021-04-04 02:00:00	2.704	2.326	0.248	-1.346	10	0
44401	2021-04-04 01:00:00	2.42	2.33	0.26	-0.57	10	0
44389	2021-04-04 00:00:00	2.708	2.566	-0.494	-0.656	10	0
44377	2021-04-03 23:00:00	3.042	2.886	-0.93	0.14	10	0
44365	2021-04-03 22:00:00	2.97	1.948	-2.082	-0.774	10	0
44353	2021-04-03 21:00:00	2.694	-0.7	0.592	-2.45	10	0
44341	2021-04-03 20:00:00	2.81	-0.294	-2.7	-0.532	10	0
44329	2021-04-03 19:00:00	2.564	1.198	-1.464	-1.582	10	0
44317	2021-04-03 18:00:00	2.582	-0.59	-1.796	-1.732	10	0
44305	2021-04-03 17:00:00	2.57	1.21	-2.234	-0.234	10	0
44293	2021-04-03 16:00:00	2.548	1.012	-0.996	2.1	10	0
44281	2021-04-03 15:00:00	2.354	-0.926	-1.568	-0.946	10	0
44269	2021-04-03 14:00:00	3.22	0.878	-3.044	0.048	10	0
44257	2021-04-03 13:00:00	3.52	1.84	-2.286	1.87	10	0
44245	2021-04-03 12:00:00	2.97	2.89	-0.54	-0.38	10	0
44233	2021-04-03 11:00:00	3.242	1.53	1.946	-2.072	10	0
44221	2021-04-03 10:00:00	3.442	-2.062	-1.96	-1.916	10	0
44209	2021-04-03 09:00:00	3.84333	1.33333	-3.22667	1.56333	10	0
44197	2021-04-03 08:00:00	3.086	2.148	2.164	-0.02	10	0
44185	2021-04-03 07:00:00	2.758	0.68	-0.98	2.438	10	0
44173	2021-04-03 06:00:00	3.466	0.082	3.026	1.664	10	0
44161	2021-04-03 05:00:00	2.3	-1.35	1.73	-0.69	10	0
44149	2021-04-03 04:00:00	3.215	2.22833	1.80167	0.806667	10	0
44137	2021-04-03 03:00:00	4	3.962	0.222	0.298	10	0
44125	2021-04-03 02:00:00	3.438	0.636	3.282	-0.732	10	0
44113	2021-04-03 01:00:00	5.12	2.998	-2.866	-2.986	10	0
44101	2021-04-03 00:00:00	5.228	2.676	-3.48	-2.074	10	0
44089	2021-04-02 23:00:00	5.438	3.062	-4.302	-1.226	10	0
44077	2021-04-02 22:00:00	6.496	5.867	0.203	2.749	10	0
44065	2021-04-02 21:00:00	7.344	5.564	-0.09	4.774	10	0
44053	2021-04-02 20:00:00	8.37	7.006	-0.42	4.524	10	0
44041	2021-04-02 19:00:00	8.634	5.122	-6.64	1.846	10	0
44029	2021-04-02 18:00:00	8.47	6.578	-4.718	2.456	10	0
44017	2021-04-02 17:00:00	8.67	6.032	-4.342	4.328	10	0
44005	2021-04-02 16:00:00	8.286	1.368	-8.008	-1.45	10	0
43993	2021-04-02 15:00:00	8.246	-0.808	-6.54	-4.932	10	0
43981	2021-04-02 14:00:00	7.898	-0.564	-6.004	-5.06	10	0
43969	2021-04-02 13:00:00	6.7	1.348	-3.082	-5.72	10	0
43957	2021-04-02 12:00:00	6.58	0.453333	-6.34	-1.455	10	0
43945	2021-04-02 11:00:00	5.858	-0.886	-5.27	-2.29	10	0
43933	2021-04-02 10:00:00	5.36	0.69	-5.014	-1.644	10	0
43921	2021-04-02 09:00:00	5.056	-0.696	-4.068	-2.688	10	0
43909	2021-04-02 08:00:00	4.616	-1.604	-4.168	-0.878	10	0
43897	2021-04-02 07:00:00	4.25833	2.75	-2.71167	1.71833	10	0
43885	2021-04-02 06:00:00	4.066	3.466	-1.388	0.848	10	0
43873	2021-04-02 05:00:00	3.948	2.95	-2.568	-0.446	10	0
43861	2021-04-02 04:00:00	3.958	2.744	-2.83	0.038	10	0
43849	2021-04-02 03:00:00	3.956	3.036	-0.97	-1.92	10	0
43837	2021-04-02 02:00:00	3.386	2.746	-1.516	-0.928	10	0
43825	2021-04-02 01:00:00	3.28	0.322	-0.612	-2.206	10	0
43813	2021-04-02 00:00:00	3.62	2.92	-1.876	0.748	10	0
43801	2021-04-01 23:00:00	3.462	2.672	-0.142	2.136	10	0
43789	2021-04-01 22:00:00	3.25	0.918333	-1.46167	-2.27	10	0
43777	2021-04-01 21:00:00	3.592	0.544	-2.566	-2.43	10	0
43765	2021-04-01 20:00:00	3.832	3.002	-2.184	-0.912	10	0
43753	2021-04-01 19:00:00	4.186	-0.172	0.784	-4.09	10	0
43741	2021-04-01 18:00:00	4.878	2.872	-3.92	0.27	10	0
43729	2021-04-01 17:00:00	4.698	2.844	-3.22	-1.888	10	0
43717	2021-04-01 16:00:00	4.462	3.13	-3.094	0.726	10	0
43705	2021-04-01 15:00:00	4.832	4.26	-1.48	1.678	10	0
43693	2021-04-01 14:00:00	5.204	4.212	-2.55	1.362	10	0
43681	2021-04-01 13:00:00	5.298	4.796	-1.186	1.862	10	0
43669	2021-04-01 12:00:00	5.144	4.98	-1.19	0.45	10	0
43657	2021-04-01 11:00:00	5.118	4.652	-0.912	1.926	10	0
43646	2021-04-01 10:00:00	5.43	5.05	-1.542	1.248	10	0
43633	2021-04-01 09:00:00	5.412	3.682	-3.752	1.272	10	0
43621	2021-04-01 08:00:00	5.09	3.95	-3.158	-0.518	10	0
43609	2021-04-01 07:00:00	4.778	3.93	-2.684	0.152	10	0
43597	2021-04-01 06:00:00	5.094	3.164	-3.77	-1.068	10	0
43585	2021-04-01 05:00:00	3.696	0.85	-2.302	-2.582	10	0
43573	2021-04-01 04:00:00	4.056	0.832	-2.762	-2.818	10	0
43561	2021-04-01 03:00:00	4.226	-0.626	2.748	-3.064	10	0
43549	2021-04-01 02:00:00	3.066	1.208	-2.472	-0.932	10	0
43537	2021-04-01 01:00:00	6.314	3.74	-4.012	-2.88	10	0
43525	2021-04-01 00:00:00	5.578	3.136	-4.564	-0.028	10	0
43513	2021-03-31 23:00:00	4.66	-1.822	3.384	2.436	10	0
43501	2021-03-31 22:00:00	7.336	4.52	-5.594	-1.418	10	0
43489	2021-03-31 21:00:00	6.21	3.418	-4.768	-1.91	10	0
43477	2021-03-31 20:00:00	5.84833	2.37833	-3.13	-4.31667	10	0
43465	2021-03-31 19:00:00	3.06333	1.28667	-1.60667	0.641667	10	0
43453	2021-03-31 18:00:00	4.51	0.726	-1.812	-3.976	10	0
43441	2021-03-31 17:00:00	2.442	0.232	-0.492	-0.702	10	0
43429	2021-03-31 16:00:00	4.844	-1.394	4.518	1	10	0
43417	2021-03-31 15:00:00	4.592	-1.04	2.782	-3.488	10	0
43405	2021-03-31 14:00:00	5.132	1.83	-1.33	-4.402	10	0
43393	2021-03-31 13:00:00	4.812	3.048	-3.498	-1.228	10	0
43381	2021-03-31 12:00:00	4.32	-0.57	-1.794	-3.388	10	0
43369	2021-03-31 11:00:00	6.132	3.938	-4.67	-0.386	10	0
43357	2021-03-31 10:00:00	6.984	4.734	-4.658	-1.898	10	0
43345	2021-03-31 09:00:00	7.466	3.254	-6.656	-0.754	10	0
43332	2021-03-31 08:00:00	7.566	4.876	-5.292	-2.158	10	0
43320	2021-03-31 07:00:00	6.834	3.336	-4.792	-0.848	10	0
43308	2021-03-31 06:00:00	7.092	4.454	-3.962	-3.734	10	0
43296	2021-03-31 05:00:00	8.182	5.206	-2.688	-5.704	10	0
43284	2021-03-31 04:00:00	6.746	4.154	-2.98	-4.31	10	0
43272	2021-03-31 03:00:00	6.666	4.51	0.758	-4.85	10	0
43260	2021-03-31 02:00:00	4.784	3.378	-0.612	-3.18	10	0
43248	2021-03-31 01:00:00	5.048	2.082	-1.998	-4.1	10	0
43236	2021-03-31 00:00:00	3.624	1.082	-1.646	-2.868	10	0
43224	2021-03-30 23:00:00	3.9	2.214	-1.602	-2.762	10	0
43212	2021-03-30 22:00:00	4.364	3.144	-0.474	-2.956	10	0
43200	2021-03-30 21:00:00	4.716	4.624	-0.298	0.122	10	0
43194	2021-03-30 20:00:00	4.312	3.888	1.756	-0.61	10	0
169	2021-03-30 19:00:00	4.914	3.242	-0.864	-2.398	10	0
168	2021-03-30 18:00:00	4.328	-2.442	-2.018	-2.56	10	0
167	2021-03-30 17:00:00	5.70083	3.13833	4.30633	-1.32017	10	0
166	2021-03-30 16:00:00	5.49883	4.30417	0.546333	-2.55483	10	0
165	2021-03-30 15:00:00	4.979	4.40217	0.913833	-1.80067	10	0
164	2021-03-30 14:00:00	4.70033	3.753	-1.50517	-0.331667	10	0
163	2021-03-30 13:00:00	4.74467	1.91	-3.38233	0.779667	10	0
162	2021-03-30 12:00:00	4.519	4.07167	-1.90067	-0.0111667	10	0
161	2021-03-30 11:00:00	4.51017	3.19186	-2.83983	0.359492	10	0
160	2021-03-30 10:00:00	4.371	2.05767	-3.70117	0.856667	10	0
159	2021-03-30 09:00:00	5.25867	2.70033	-3.67467	2.52383	10	0
158	2021-03-30 08:00:00	4.78333	3.07467	-3.0375	1.721	10	0
157	2021-03-30 07:00:00	4.86417	2.991	-3.67633	0.955333	10	0
156	2021-03-30 06:00:00	4.6945	3.418	-3.17617	0.331833	10	0
155	2021-03-30 05:00:00	4.49467	3.04117	-3.27733	0.310167	10	0
154	2021-03-30 04:00:00	4.1525	2.861	-2.93233	0.199333	10	0
153	2021-03-30 03:00:00	3.93883	3.3605	-1.7665	-0.903333	10	0
152	2021-03-30 02:00:00	3.281	2.73517	-1.29117	-0.809167	10	0
151	2021-03-30 01:00:00	3.02733	2.79633	-0.569167	-0.674333	10	0
150	2021-03-30 00:00:00	3.18017	2.97983	-0.243333	-0.0368333	10	0
149	2021-03-29 23:00:00	3.233	2.7205	-1.55467	0.270167	10	0
148	2021-03-29 22:00:00	2.97267	2.704	-0.335333	-0.812667	10	0
147	2021-03-29 21:00:00	3.26767	2.9725	0.0205	-1.18	10	0
146	2021-03-29 20:00:00	3.41133	2.21133	-2.177	-0.590333	10	0
145	2021-03-29 19:00:00	3.40683	2.07883	-2.3235	-1.07267	10	0
144	2021-03-29 18:00:00	3.58767	2.73933	-1.769	-1.08767	10	0
143	2021-03-29 17:00:00	3.83483	3.05917	-1.74667	-1.1215	10	0
142	2021-03-29 16:00:00	4.12	3.71733	-1.06533	-1.17033	10	0
141	2021-03-29 15:00:00	3.98417	3.40717	-0.507833	-1.76967	10	0
140	2021-03-29 14:00:00	3.748	3.181	-0.358167	-1.76333	10	0
139	2021-03-29 13:00:00	3.31567	2.65583	-0.9735	-1.67867	10	0
138	2021-03-29 12:00:00	3.315	2.49517	-1.45733	-1.57983	10	0
137	2021-03-29 11:00:00	3.23133	2.57	-1.326	-1.34717	10	0
136	2021-03-29 10:00:00	2.967	2.2635	-1.40117	-1.05833	10	0
135	2021-03-29 09:00:00	2.95217	1.963	-1.65133	-0.832833	10	0
134	2021-03-29 08:00:00	3.0045	2.3795	-1.57183	-0.791667	10	0
133	2021-03-29 07:00:00	3.0225	2.16633	-1.34283	-1.56533	10	0
132	2021-03-29 06:00:00	3.18567	1.73833	-1.98917	-1.73433	10	0
131	2021-03-29 05:00:00	3.126	1.36167	-1.73717	-1.8655	10	0
130	2021-03-29 04:00:00	3.0185	1.9595	-1.261	-1.85667	10	0
129	2021-03-29 03:00:00	2.9855	1.1755	-1.35833	-1.893	10	0
128	2021-03-29 02:00:00	2.76783	1.49467	-0.433333	-2.0965	10	0
127	2021-03-29 01:00:00	2.84367	0.821167	-1.00383	-2.32	10	0
126	2021-03-29 00:00:00	2.837	-0.889	-1.88617	1.59217	10	0
125	2021-03-28 23:00:00	2.71517	0.124833	-2.457	0.736	10	0
124	2021-03-28 22:00:00	2.10433	1.157	-1.20467	-0.164	10	0
123	2021-03-28 21:00:00	2.34467	0.678333	-1.3875	-0.674333	10	0
122	2021-03-28 20:00:00	2.21567	1.46483	-0.691167	-0.0973333	10	0
121	2021-03-28 19:00:00	1.912	0.762833	-0.835667	0.196667	10	0
120	2021-03-28 18:00:00	1.93233	0.663333	-0.998333	0.800667	10	0
119	2021-03-28 17:00:00	2.14117	-0.605667	-1.348	0.459667	10	0
118	2021-03-28 16:00:00	2.32133	0.436667	-1.63983	0.0161667	10	0
117	2021-03-28 15:00:00	2.49733	0.209	-1.92317	-0.567167	10	0
116	2021-03-28 14:00:00	2.64533	1.423	-1.944	-0.264333	10	0
115	2021-03-28 13:00:00	2.56067	1.02933	-1.18317	-1.586	10	0
114	2021-03-28 12:00:00	2.7525	-2.3665	-0.121167	0.192667	10	0
113	2021-03-28 11:00:00	3.29667	-3.01833	-0.8045	0.545833	10	0
112	2021-03-28 10:00:00	3.00333	-2.74367	-0.163333	-0.452167	10	0
111	2021-03-28 09:00:00	2.55517	-1.55633	0.418167	-0.376667	10	0
110	2021-03-28 08:00:00	2.23683	2.101	-0.182167	0.630333	10	0
109	2021-03-28 07:00:00	1.97917	0.5645	-0.133833	0.773	10	0
108	2021-03-28 06:00:00	3.27467	-3.23433	-0.195333	-0.0273333	10	0
107	2021-03-28 05:00:00	3.8995	-3.716	-0.402	-0.882667	10	0
106	2021-03-28 04:00:00	3.6085	0.0686667	-2.69817	1.4495	10	0
105	2021-03-28 03:00:00	5.616	-0.583	-5.2	1.515	10	0
104	2021-03-28 02:00:00	6.03483	1.82333	-5.12383	1.10283	10	0
103	2021-03-28 01:00:00	5.2545	0.3725	-4.8415	0.462	10	0
102	2021-03-28 00:00:00	5.9545	-0.518167	-3.2635	-1.32217	10	0
101	2021-03-27 23:00:00	5.42254	-3.10966	-3.46915	0.303898	10	0
100	2021-03-27 22:00:00	6.55433	-2.1815	-3.34233	-1.74783	10	0
99	2021-03-27 21:00:00	6.09433	-0.009	0.655833	-5.49333	10	0
98	2021-03-27 20:00:00	4.35483	-0.304667	-2.93483	-0.600833	10	0
97	2021-03-27 19:00:00	4.94967	0.970333	-2.89383	1.27483	10	0
96	2021-03-27 18:00:00	6.50883	1.509	-5.2295	0.436167	10	0
95	2021-03-27 17:00:00	5.64881	4.45051	-1.25305	2.77763	10	0
94	2021-03-27 16:00:00	4.8075	3.54783	-2.428	1.6455	10	0
93	2021-03-27 15:00:00	4.83983	3.91683	-2.514	1.2165	10	0
92	2021-03-27 14:00:00	5.37883	4.57717	-2.58083	1.00517	10	0
91	2021-03-27 13:00:00	5.91667	4.2825	-3.808	-1.04467	10	0
90	2021-03-27 12:00:00	5.95667	5.05833	-2.84667	-0.576	10	0
89	2021-03-27 11:00:00	6.2395	5.50467	-2.71133	0.910667	10	0
88	2021-03-27 10:00:00	6.1615	5.70617	-1.72867	1.40867	10	0
87	2021-03-27 09:00:00	6.19467	5.71017	-2.20817	0.805167	10	0
86	2021-03-27 08:00:00	6.39433	5.60617	-2.8905	0.205333	10	0
85	2021-03-27 07:00:00	6.52733	5.15517	-3.883	-0.759167	10	0
84	2021-03-27 06:00:00	6.64833	5.72367	-3.259	-0.678167	10	0
83	2021-03-27 05:00:00	6.41767	5.6875	-2.9225	0.120333	10	0
82	2021-03-27 04:00:00	6.10017	5.59917	-2.1375	-0.5705	10	0
81	2021-03-27 03:00:00	5.60317	5.12583	-2.0285	-0.332	10	0
80	2021-03-27 02:00:00	6.168	4.9405	1.02517	2.79133	10	0
79	2021-03-27 01:00:00	6.26933	5.37867	1.1915	2.90467	10	0
78	2021-03-27 00:00:00	6.21667	5.5435	1.2815	2.4595	10	0
77	2021-03-26 23:00:00	5.93833	5.48683	1.34783	1.7355	10	0
76	2021-03-26 22:00:00	5.71633	5.02733	2.04017	1.6875	10	0
75	2021-03-26 21:00:00	5.07983	4.54867	0.7205	-0.7995	10	0
74	2021-03-26 20:00:00	4.60033	4.06283	0.104167	-1.66483	10	0
73	2021-03-26 19:00:00	4.64034	3.65644	-0.597288	-2.73407	10	0
72	2021-03-26 18:00:00	4.28067	3.55517	-0.658833	-2.17517	10	0
71	2021-03-26 17:00:00	4.49333	3.1755	-0.8855	-3.0005	10	0
70	2021-03-26 16:00:00	4.4505	3.4095	0.285833	-2.64833	10	0
69	2021-03-26 15:00:00	4.6365	3.22133	1.1555	-3.05117	10	0
68	2021-03-26 14:00:00	4.38033	3.00583	2.11933	-2.29433	10	0
67	2021-03-26 13:00:00	4.29117	2.40717	-1.66683	-3.01533	10	0
66	2021-03-26 12:00:00	4.33083	2.449	-1.60983	-3.12567	10	0
65	2021-03-26 11:00:00	4.40475	2.57644	-1.42085	-3.20136	10	0
64	2021-03-26 10:00:00	4.2635	2.64533	-0.1225	-3.17317	10	0
63	2021-03-26 09:00:00	3.88383	1.75733	-1.00917	-3.06467	10	0
62	2021-03-26 08:00:00	4.01817	1.677	0.197833	-2.70033	10	0
61	2021-03-26 07:00:00	3.932	1.16717	0.105667	-2.824	10	0
60	2021-03-26 06:00:00	4.38417	-0.690833	0.771	-3.51367	10	0
59	2021-03-26 05:00:00	4.26283	-0.149833	0.711333	-3.64183	10	0
58	2021-03-26 04:00:00	4.30867	-0.603667	0.716833	-3.95083	10	0
57	2021-03-26 03:00:00	4.002	0.705667	0.179333	-3.0835	10	0
56	2021-03-26 02:00:00	3.73433	1.022	0.453167	-2.706	10	0
55	2021-03-26 01:00:00	3.63267	2.048	0.146	-1.40867	10	0
54	2021-03-26 00:00:00	3.63333	1.58017	-0.658167	-1.756	10	0
53	2021-03-25 23:00:00	3.80667	1.78533	0.699	-2.5515	10	0
52	2021-03-25 22:00:00	4.46967	1.22583	1.83783	-2.00717	10	0
51	2021-03-25 21:00:00	5.60183	2.82967	2.65583	-0.980833	10	0
50	2021-03-25 20:00:00	5.124	1.117	3.16467	0.6765	10	0
49	2021-03-25 19:00:00	5.6915	2.68583	-1.06933	1.99283	10	0
48	2021-03-25 18:00:00	5.3705	0.561167	2.39267	3.502	10	0
47	2021-03-25 17:00:00	6.15333	1.9325	0.7165	4.48133	10	0
46	2021-03-25 16:00:00	5.80283	1.7925	1.41233	4.60017	10	0
45	2021-03-25 15:00:00	5.669	0.106167	2.93583	4.00933	10	0
44	2021-03-25 14:00:00	5.07017	-0.0146667	-1.29333	2.75883	10	0
43	2021-03-25 13:00:00	4.99133	0.1215	-3.8395	0.367167	10	0
42	2021-03-25 12:00:00	5.5855	1.38367	0.474667	-2.37017	10	0
41	2021-03-25 11:00:00	5.95667	-0.135333	2.121	-3.82183	10	0
40	2021-03-25 10:00:00	3.678	-2.75533	-0.970167	-1.44733	10	0
39	2021-03-25 09:00:00	4.0385	-2.7085	0.258833	-0.910667	10	0
38	2021-03-25 08:00:00	4.69683	-3.46533	0.761	-1.2995	10	0
37	2021-03-25 07:00:00	5.68667	-4.838	2.62233	-0.801833	10	0
36	2021-03-25 06:00:00	4.46617	-3.06967	-0.339833	-2.9965	10	0
35	2021-03-25 05:00:00	5.47317	-3.9355	1.51933	-2.72717	10	0
34	2021-03-25 04:00:00	5.0815	-1.424	3.56917	-2.00133	10	0
33	2021-03-25 03:00:00	5.48267	-3.9365	2.00767	-2.9975	10	0
32	2021-03-25 02:00:00	5.22217	2.40633	0.208667	1.17117	10	0
31	2021-03-25 01:00:00	5.69067	-3.56383	2.90017	-2.6845	10	0
30	2021-03-25 00:00:00	6.17567	-3.13367	4.23983	-2.91783	10	0
29	2021-03-24 23:00:00	7.26833	-3.24417	5.3965	-3.48383	10	0
28	2021-03-24 22:00:00	7.5285	-2.54433	5.14367	-4.79917	10	0
27	2021-03-24 21:00:00	7.78267	-3.09833	5.8365	-3.97717	10	0
26	2021-03-24 20:00:00	7.8115	-3.78583	5.0875	-4.406	10	0
25	2021-03-24 19:00:00	6.67883	-1.15117	0.572833	-4.72867	10	0
24	2021-03-24 18:00:00	4.165	3.21417	-1.22517	1.45817	10	0
23	2021-03-24 17:00:00	3.58783	3.2275	-0.586833	0.928833	10	0
22	2021-03-24 16:00:00	2.58783	1.448	0.181667	0.390167	10	0
21	2021-03-24 15:00:00	3.26117	2.27317	-0.492167	1.8465	10	0
20	2021-03-24 14:00:00	1.46433	0.184667	0.780833	-0.0718333	10	0
19	2021-03-24 13:00:00	1.51817	-0.00366666	-0.0701667	-0.618833	10	0
18	2021-03-24 12:00:00	2.92617	-1.36767	0.5215	-1.77083	10	0
17	2021-03-24 11:00:00	3.2235	-1.356	1.57767	-2.32033	10	0
16	2021-03-24 10:00:00	4.51133	-1.44517	2.2925	-3.53733	10	0
15	2021-03-24 09:00:00	5.05867	-1.50483	2.74267	-3.95067	10	0
14	2021-03-24 08:00:00	5.12967	-2.2455	2.9095	-3.50467	10	0
13	2021-03-24 07:00:00	4.9935	-2.703	2.4155	-3.2745	10	0
12	2021-03-24 06:00:00	5.003	-2.54917	2.9275	-3.105	10	0
11	2021-03-24 05:00:00	4.92083	-2.132	3.38217	-2.63167	10	0
10	2021-03-24 04:00:00	1.85867	1.20883	0.319167	-0.0141667	10	0
9	2021-03-24 03:00:00	1.1655	-0.645167	-0.377167	-0.4895	10	0
8	2021-03-24 02:00:00	2.78633	-0.646167	-1.81067	-1.71767	10	0
7	2021-03-24 01:00:00	3.47933	-0.952833	-2.73283	-1.4595	10	0
6	2021-03-24 00:00:00	3.90667	-1.55767	-2.36617	-2.51067	10	0
5	2021-03-23 23:00:00	3.55183	-1.83133	-1.86533	-2.01333	10	0
4	2021-03-23 22:00:00	3.93067	-2.07583	1.1405	-2.43983	10	0
3	2021-03-23 21:00:00	3.59783	-1.63367	1.43067	-2.43333	10	0
2	2021-03-23 20:00:00	3.05667	-1.63183	-0.0705	-2.16933	10	0
1	2021-03-23 19:00:00	3.01	-1.533	-1.087	-2.268	10	0
10258	2021-03-23 18:00:00	NULL	NULL	NULL	NULL	1	0
10257	2021-03-23 17:00:00	3	-2.2	-1.3	-1.5	1	0
10256	2021-03-23 16:00:00	3	-2	-2.1	-0.9	1	0
10255	2021-03-23 15:00:00	3.5	-1.5	-2.1	-2.4	1	0
10254	2021-03-23 14:00:00	3.4	-1.5	-1.9	-2.4	1	0
10253	2021-03-23 13:00:00	3.6	-2	-1.5	-2.7	1	0
10252	2021-03-23 12:00:00	2.7	-0.7	-2.6	0.2	1	0
10251	2021-03-23 11:00:00	1.7	-0.7	-1.5	0.5	1	0
10250	2021-03-23 10:00:00	2.8	-1.3	-2.4	-0.7	1	0
10249	2021-03-23 09:00:00	2.6	2.2	-1	1	1	0
10248	2021-03-23 08:00:00	1.9	1.1	-1.4	-0.6	1	0
10247	2021-03-23 07:00:00	3	-1.9	-2	-1.3	1	0
10246	2021-03-23 06:00:00	3	-0.3	-2.1	-2.1	1	0
10245	2021-03-23 05:00:00	NULL	NULL	NULL	NULL	1	0
10244	2021-03-23 04:00:00	2.4	-1.3	-1.4	-1.4	1	0
10243	2021-03-23 03:00:00	NULL	NULL	NULL	NULL	1	0
10242	2021-03-23 02:00:00	NULL	NULL	NULL	NULL	1	0
10241	2021-03-23 01:00:00	NULL	NULL	NULL	NULL	1	0
10240	2021-03-23 00:00:00	2.7	2.7	0.3	-0.6	1	0
10239	2021-03-22 23:00:00	3.3	3.2	0.5	-0.8	1	0
10238	2021-03-22 22:00:00	3.7	3.7	-0.2	-0.5	1	0
10237	2021-03-22 21:00:00	4	4	0	0.3	1	0
10236	2021-03-22 20:00:00	4	3.9	0	0.8	1	0
10235	2021-03-22 19:00:00	3.8	3.7	0.4	1.1	1	0
10234	2021-03-22 18:00:00	3.7	3.5	-0.1	1.2	1	0
10233	2021-03-22 17:00:00	2.8	2.7	-0.8	-0.1	1	0
10232	2021-03-22 16:00:00	3.1	2.9	-0.9	-0.4	1	0
10231	2021-03-22 15:00:00	2.8	2.7	-0.5	0.3	1	0
10230	2021-03-22 14:00:00	2.3	1.2	-1.8	-0.8	1	0
10229	2021-03-22 13:00:00	1.8	0.6	-1.7	0.1	1	0
10228	2021-03-22 12:00:00	1.7	1.6	-0.2	-0.7	1	0
10227	2021-03-22 11:00:00	2.8	2.6	1	-0.1	1	0
10226	2021-03-22 10:00:00	2.9	2.8	0.8	0	1	0
