id	ACE_date	Bmag	Bx	By	Bz	flg_knd	flg_scstrm
9211	2021-02-08 03:00:00	2	-0.7	1.6	0.9	1	0
9210	2021-02-08 02:00:00	2	-1	1.4	1	1	0
9209	2021-02-08 01:00:00	3.7	2.9	2.2	0.8	1	0
9208	2021-02-08 00:00:00	4	0.4	3.5	1.9	1	0
9207	2021-02-07 23:00:00	3.2	1.7	1.3	2.3	1	0
9206	2021-02-07 22:00:00	NULL	NULL	NULL	NULL	1	0
9205	2021-02-07 21:00:00	4.2	-2.5	2.2	2.5	1	0
9204	2021-02-07 20:00:00	3.7	-3	1.4	1.5	1	0
9203	2021-02-07 19:00:00	4.6	-4.5	-0.6	0.1	1	0
9202	2021-02-07 18:00:00	3.4	-2.4	1.5	1.8	1	0
9201	2021-02-07 17:00:00	3.3	-0.5	-2.5	-2	1	0
9200	2021-02-07 16:00:00	3.2	-2	-2.1	-1.4	1	0
9199	2021-02-07 15:00:00	5.3	-5	-1.5	-0.6	1	0
9198	2021-02-07 14:00:00	NULL	NULL	NULL	NULL	1	0
9197	2021-02-07 13:00:00	6.1	-6	-1.1	0.5	1	0
9196	2021-02-07 12:00:00	6.2	-6	-1.4	-0.6	1	0
9195	2021-02-07 11:00:00	5.9	-5.4	-2.2	0.4	1	0
9194	2021-02-07 10:00:00	7	-5.7	3.9	-0.8	1	0
9193	2021-02-07 09:00:00	7	-4.1	4.6	-3.3	1	0
9192	2021-02-07 08:00:00	5.7	-3	3.9	-3	1	0
9191	2021-02-07 07:00:00	6	-4	3.8	-2.3	1	0
9190	2021-02-07 06:00:00	7.1	-4.4	5	-2.4	1	0
9189	2021-02-07 05:00:00	6.3	-6.2	0.6	0.9	1	0
9188	2021-02-07 04:00:00	6.7	-5.6	1.7	3.3	1	0
9187	2021-02-07 03:00:00	8.5	-2.5	6.4	-5.1	1	0
9186	2021-02-07 02:00:00	5.6	-0.3	3.5	-4.4	1	0
9185	2021-02-07 01:00:00	3.8	-0.6	-0.1	-3.8	1	0
9184	2021-02-07 00:00:00	5.4	-4.6	1.3	-2.6	1	0
9183	2021-02-06 23:00:00	4.4	-1.9	1.1	-3.8	1	0
9182	2021-02-06 22:00:00	NULL	NULL	NULL	NULL	1	0
9181	2021-02-06 21:00:00	2	-1.6	-0.6	1.1	1	0
9180	2021-02-06 20:00:00	8.7	-7.3	3.6	3.2	1	0
9179	2021-02-06 19:00:00	9.5	-7.9	0.9	5.2	1	0
9178	2021-02-06 18:00:00	8	-6.2	5	-0.5	1	0
9177	2021-02-06 17:00:00	11.5	-5.7	8.2	-5.7	1	0
9176	2021-02-06 16:00:00	3.6	-1.8	1.9	-2.4	1	0
9175	2021-02-06 15:00:00	5.5	2.8	-2.8	-3.8	1	0
9174	2021-02-06 14:00:00	6.4	3.2	-5.2	-2	1	0
9173	2021-02-06 13:00:00	6.2	3.5	-5.1	-0.7	1	0
9172	2021-02-06 12:00:00	4.4	3.1	-2.9	-1.2	1	0
9171	2021-02-06 11:00:00	3.3	0.6	-2.9	-1.6	1	0
9170	2021-02-06 10:00:00	3.2	-0.2	-3	-0.9	1	0
9169	2021-02-06 09:00:00	3.4	2.9	-1.7	-0.6	1	0
9168	2021-02-06 08:00:00	3.5	2.8	-2	0	1	0
9167	2021-02-06 07:00:00	3.5	3.3	-0.5	1.1	1	0
9166	2021-02-06 06:00:00	3.5	3.3	-0.2	1.2	1	0
9165	2021-02-06 05:00:00	2.9	2.7	0.3	0.8	1	0
9164	2021-02-06 04:00:00	3.6	2.8	-2.1	1.1	1	0
9163	2021-02-06 03:00:00	3.9	3	-2.5	0.5	1	0
9162	2021-02-06 02:00:00	3.9	3	-2.5	-0.4	1	0
9161	2021-02-06 01:00:00	3.8	3.2	-1.9	0.5	1	0
9160	2021-02-06 00:00:00	3.5	2.4	-2.4	0.7	1	0
9159	2021-02-05 23:00:00	3.5	2.7	-2.2	0.4	1	0
9158	2021-02-05 22:00:00	NULL	NULL	NULL	NULL	1	0
9157	2021-02-05 21:00:00	3.5	0.9	-3.2	-1.3	1	0
9156	2021-02-05 20:00:00	3.7	2.6	-1.6	-2	1	0
9155	2021-02-05 19:00:00	3.1	2.7	0	-1.5	1	0
9154	2021-02-05 18:00:00	3.6	3.1	-0.2	-1.9	1	0
9153	2021-02-05 17:00:00	3.8	3.3	-0.3	-1.9	1	0
9152	2021-02-05 16:00:00	3.9	3.7	0	-1.1	1	0
9151	2021-02-05 15:00:00	3.7	3.7	0.4	-0.4	1	0
9150	2021-02-05 14:00:00	3.6	3.5	0.5	-0.7	1	0
9149	2021-02-05 13:00:00	3.8	2.5	2.9	0.3	1	0
9148	2021-02-05 12:00:00	3.7	2.7	1.8	-1.8	1	0
9147	2021-02-05 11:00:00	3.4	2.9	1.1	-1.4	1	0
9146	2021-02-05 10:00:00	3.6	3.6	0.3	-0.3	1	0
9145	2021-02-05 09:00:00	3.7	3.4	-0.2	-1.6	1	0
9144	2021-02-05 08:00:00	3.8	3	-1.1	-2	1	0
9143	2021-02-05 07:00:00	3.8	3.5	-0.2	-1.4	1	0
9142	2021-02-05 06:00:00	3.7	3.4	-1	-1.3	1	0
9141	2021-02-05 05:00:00	3.5	2.8	-0.5	-2.1	1	0
9140	2021-02-05 04:00:00	3.6	3.3	-0.8	-1.2	1	0
9139	2021-02-05 03:00:00	3	2.8	-0.8	-0.8	1	0
9138	2021-02-05 02:00:00	3.5	2.1	-0.9	-2.6	1	0
9137	2021-02-05 01:00:00	3.4	1.2	-1.9	-2.6	1	0
9136	2021-02-05 00:00:00	2.7	0.3	-2.4	-1.2	1	0
9135	2021-02-04 23:00:00	NULL	NULL	NULL	NULL	1	0
9134	2021-02-04 22:00:00	NULL	NULL	NULL	NULL	1	0
9133	2021-02-04 21:00:00	2.7	2	-1	1.5	1	0
9132	2021-02-04 20:00:00	1.4	1.2	-0.7	0.2	1	0
9131	2021-02-04 19:00:00	2.5	1.8	-1.7	0.3	1	0
9130	2021-02-04 18:00:00	2.4	2.3	-0.6	-0.4	1	0
9129	2021-02-04 17:00:00	2.9	2.3	-1	1.4	1	0
9128	2021-02-04 16:00:00	3.2	2	-1.1	2.2	1	0
9127	2021-02-04 15:00:00	3	1.3	-0.5	2.7	1	0
9126	2021-02-04 14:00:00	3.1	1.1	-1.5	2.4	1	0
9125	2021-02-04 13:00:00	3.1	2.1	-1.2	1.9	1	0
9124	2021-02-04 12:00:00	2.2	1.3	-1.7	-0.2	1	0
9123	2021-02-04 11:00:00	3.1	0.7	-2.2	-2	1	0
9122	2021-02-04 10:00:00	3.2	-0.4	-2.7	-1.7	1	0
9121	2021-02-04 09:00:00	2.2	-0.3	-1.9	1	1	0
9120	2021-02-04 08:00:00	3.7	-2.2	-2.9	-1	1	0
9119	2021-02-04 07:00:00	3.1	-1.9	-2.5	0.1	1	0
9118	2021-02-04 06:00:00	2.7	-1.3	-1.5	-1.8	1	0
9117	2021-02-04 05:00:00	3.2	-1.9	-2.5	-0.6	1	0
9116	2021-02-04 04:00:00	3.1	0.4	-3.1	-0.5	1	0
9115	2021-02-04 03:00:00	3.5	1.3	-2.3	-2.2	1	0
9114	2021-02-04 02:00:00	2.8	2.6	-1	0.1	1	0
9113	2021-02-04 01:00:00	3.6	3.3	-1.2	0.5	1	0
9112	2021-02-04 00:00:00	4.9	0.2	-4.3	-2.3	1	0
9111	2021-02-03 23:00:00	NULL	NULL	NULL	NULL	1	0
9110	2021-02-03 22:00:00	NULL	NULL	NULL	NULL	1	0
9109	2021-02-03 21:00:00	6	5.3	-2.8	0.8	1	0
9108	2021-02-03 20:00:00	5.9	5.1	-3	-0.1	1	0
9107	2021-02-03 19:00:00	NULL	NULL	NULL	NULL	1	0
9106	2021-02-03 18:00:00	7.5	5.6	-3.1	-4	1	0
9105	2021-02-03 17:00:00	7.5	5.4	-3.7	-3.5	1	0
9104	2021-02-03 16:00:00	8.4	2.2	-7.5	-3.2	1	0
9103	2021-02-03 15:00:00	9.2	3.3	-8.6	-0.2	1	0
9102	2021-02-03 14:00:00	8.2	3.2	-7.1	-2.7	1	0
9101	2021-02-03 13:00:00	7.6	5.3	-5.3	-0.7	1	0
9100	2021-02-03 12:00:00	NULL	NULL	NULL	NULL	1	0
9099	2021-02-03 11:00:00	NULL	NULL	NULL	NULL	1	0
9098	2021-02-03 10:00:00	NULL	NULL	NULL	NULL	1	0
9097	2021-02-03 09:00:00	NULL	NULL	NULL	NULL	1	0
9096	2021-02-03 08:00:00	6.9	5.7	-3	2.6	1	0
9095	2021-02-03 07:00:00	7.3	6.5	-2.9	1.3	1	0
9094	2021-02-03 06:00:00	5.3	3.3	-4.1	0.6	1	0
9093	2021-02-03 05:00:00	6.7	1.3	-3	5.9	1	0
9092	2021-02-03 04:00:00	6.5	4.2	-5	-0.2	1	0
9091	2021-02-03 03:00:00	7.6	4.1	-6.2	1.3	1	0
9090	2021-02-03 02:00:00	NULL	NULL	NULL	NULL	1	0
9089	2021-02-03 01:00:00	NULL	NULL	NULL	NULL	1	0
9088	2021-02-03 00:00:00	NULL	NULL	NULL	NULL	1	0
9087	2021-02-02 23:00:00	NULL	NULL	NULL	NULL	1	0
9086	2021-02-02 22:00:00	NULL	NULL	NULL	NULL	1	0
9085	2021-02-02 21:00:00	6.3	5.2	-3.4	0.9	1	0
9084	2021-02-02 20:00:00	5.8	5.3	-2.3	0.2	1	0
9083	2021-02-02 19:00:00	6.2	2.2	-4.8	3.4	1	0
9082	2021-02-02 18:00:00	6.1	3	-3.2	4.2	1	0
9081	2021-02-02 17:00:00	5.8	0.3	2.5	5.2	1	0
9080	2021-02-02 16:00:00	5.2	4	-1.3	3.1	1	0
9079	2021-02-02 15:00:00	4.5	3.3	-2.9	1	1	0
9078	2021-02-02 14:00:00	7.7	4.8	-6	0.5	1	0
9077	2021-02-02 13:00:00	8.5	5.3	-6.4	-1.9	1	0
9076	2021-02-02 12:00:00	7.7	3.9	-6.1	-2.7	1	0
9075	2021-02-02 11:00:00	7.3	2.9	-6	-3.1	1	0
9074	2021-02-02 10:00:00	5.1	3.7	-3.4	0.4	1	0
9073	2021-02-02 09:00:00	4.5	1.3	-4.2	0.8	1	0
9072	2021-02-02 08:00:00	4.6	3.5	-2.8	-0.9	1	0
9071	2021-02-02 07:00:00	5.2	1.5	-4.7	1.2	1	0
9070	2021-02-02 06:00:00	3.8	0.4	-1.6	3.4	1	0
9069	2021-02-02 05:00:00	13.8	8.4	-10.7	-2.6	1	0
9068	2021-02-02 04:00:00	14.5	6.4	-11.3	-6.6	1	0
9067	2021-02-02 03:00:00	15.3	5	-14.2	-3	1	0
9066	2021-02-02 02:00:00	14.3	8	-10.4	5.9	1	0
9065	2021-02-02 01:00:00	10.5	3.3	-4.7	-8.8	1	0
9064	2021-02-02 00:00:00	9.7	0.3	-9.2	3.2	1	0
9063	2021-02-01 23:00:00	8.5	2.5	-7.2	-3.9	1	0
9062	2021-02-01 22:00:00	6	-3.2	5	-1	1	0
9061	2021-02-01 21:00:00	6.5	-4.1	4.4	2.4	1	0
9060	2021-02-01 20:00:00	6.4	-3.5	0.9	5.3	1	0
9059	2021-02-01 19:00:00	3.2	-2.7	1.5	0.6	1	0
9058	2021-02-01 18:00:00	4.7	-2	2.8	-3.2	1	0
9057	2021-02-01 17:00:00	4.7	0.1	4.1	-2.3	1	0
9056	2021-02-01 16:00:00	4.5	-1.5	3.2	2.7	1	0
9055	2021-02-01 15:00:00	3.8	-0.7	3.2	-2	1	0
9054	2021-02-01 14:00:00	4.8	1	1.9	-4.3	1	0
9053	2021-02-01 13:00:00	4.1	-1.2	3.3	-2.2	1	0
9052	2021-02-01 12:00:00	3.5	-0.9	3.2	-0.9	1	0
9051	2021-02-01 11:00:00	3.7	0.2	3.1	-1.9	1	0
9050	2021-02-01 10:00:00	3.8	-1.6	3.3	-1.1	1	0
9049	2021-02-01 09:00:00	4.5	-1.8	4.1	-0.5	1	0
9048	2021-02-01 08:00:00	4.6	-3.2	2.8	1.8	1	0
9047	2021-02-01 07:00:00	3.6	-2.7	1.9	1.6	1	0
9046	2021-02-01 06:00:00	3.8	-2.4	2.8	0.8	1	0
9045	2021-02-01 05:00:00	3.9	-0.9	2.5	2.8	1	0
9044	2021-02-01 04:00:00	4.3	-1.2	3.7	1.7	1	0
9043	2021-02-01 03:00:00	3.4	-0.5	3.4	0	1	0
9042	2021-02-01 02:00:00	3.5	-0.5	2.3	-2.6	1	0
9041	2021-02-01 01:00:00	3.7	-0.4	3.5	-1.1	1	0
9040	2021-02-01 00:00:00	3.3	0.6	3	-1.4	1	0
9039	2021-01-31 23:00:00	3.7	2.1	2.2	-2.1	1	0
9038	2021-01-31 22:00:00	3.3	1.9	2.7	-0.4	1	0
9037	2021-01-31 21:00:00	2.5	1.2	1.7	-1.4	1	0
9036	2021-01-31 20:00:00	3.7	-1.8	2.9	1.2	1	0
9035	2021-01-31 19:00:00	4.3	-3	-0.6	3	1	0
9034	2021-01-31 18:00:00	3.7	-2.4	-1.5	2.4	1	0
9033	2021-01-31 17:00:00	3.4	-2.4	-1.1	2.2	1	0
9032	2021-01-31 16:00:00	3	-2.5	-0.6	1.7	1	0
9031	2021-01-31 15:00:00	2.9	-1.9	-0.5	2.1	1	0
9030	2021-01-31 14:00:00	2.2	-1.6	-0.3	1.4	1	0
9029	2021-01-31 13:00:00	2.4	-1.9	1.4	0	1	0
9028	2021-01-31 12:00:00	2.9	-2.2	1.4	1.3	1	0
9027	2021-01-31 11:00:00	2.9	-2.1	1.3	1.5	1	0
9026	2021-01-31 10:00:00	2.8	-2.4	1.1	1	1	0
9025	2021-01-31 09:00:00	4.2	-2.4	-0.9	3.2	1	0
9024	2021-01-31 08:00:00	4.1	-2.7	-2.9	1.2	1	0
9023	2021-01-31 07:00:00	2.6	-1.6	-1.9	0.8	1	0
9022	2021-01-31 06:00:00	2.3	-0.5	-2	1.1	1	0
9021	2021-01-31 05:00:00	2.6	0	-2.4	0.9	1	0
9020	2021-01-31 04:00:00	2.1	0.2	-2.1	0.1	1	0
9019	2021-01-31 03:00:00	1.2	-0.4	-1.2	-0.2	1	0
9018	2021-01-31 02:00:00	1.3	0.3	-1.2	0.2	1	0
9017	2021-01-31 01:00:00	1.9	0.9	-1.4	-0.8	1	0
9016	2021-01-31 00:00:00	2.1	0.5	-1.8	-0.9	1	0
9015	2021-01-30 23:00:00	3.7	-0.1	-3.6	-0.7	1	0
9014	2021-01-30 22:00:00	NULL	NULL	NULL	NULL	1	0
9013	2021-01-30 21:00:00	3.2	0.2	-3	-1.3	1	0
9012	2021-01-30 20:00:00	3.4	-0.6	-3	-1.6	1	0
9011	2021-01-30 19:00:00	3.6	-0.6	-3.4	-1.1	1	0
9010	2021-01-30 18:00:00	3.5	0.6	-3.5	-0.3	1	0
9009	2021-01-30 17:00:00	3.6	0.9	-3.4	-0.3	1	0
9008	2021-01-30 16:00:00	3.4	0.5	-3.2	-0.7	1	0
9007	2021-01-30 15:00:00	3.2	-0.3	-2.9	-1.4	1	0
9006	2021-01-30 14:00:00	3.7	-2.5	-2.4	-1.3	1	0
9005	2021-01-30 13:00:00	2.9	-1.2	-1.8	-1.9	1	0
9004	2021-01-30 12:00:00	3.1	1.3	-2.8	-0.2	1	0
9003	2021-01-30 11:00:00	3	0.1	-2.7	-1.3	1	0
9002	2021-01-30 10:00:00	3.4	-1.1	-3.1	-0.9	1	0
9001	2021-01-30 09:00:00	3.7	-1.9	-3.2	-0.3	1	0
9000	2021-01-30 08:00:00	4	-3.4	-2	-0.7	1	0
8999	2021-01-30 07:00:00	2.2	-0.6	-2.1	-0.5	1	0
8998	2021-01-30 06:00:00	3.5	-0.1	-3.4	-0.8	1	0
8997	2021-01-30 05:00:00	3.2	-0.2	-3.1	-0.8	1	0
8996	2021-01-30 04:00:00	3.3	-1.2	-3.1	-0.4	1	0
8995	2021-01-30 03:00:00	3	0.1	-3	-0.3	1	0
8994	2021-01-30 02:00:00	2.3	1.7	-0.8	-1.3	1	0
8993	2021-01-30 01:00:00	2.2	1.2	-0.1	-1.9	1	0
8992	2021-01-30 00:00:00	3.4	2.5	-1.9	-1.4	1	0
8991	2021-01-29 23:00:00	2.2	1.8	-0.7	1.2	1	0
8990	2021-01-29 22:00:00	1.1	0.1	-1.1	-0.4	1	0
8989	2021-01-29 21:00:00	2	0.9	-1.8	-0.1	1	0
8988	2021-01-29 20:00:00	2.6	0.6	-2.4	-1	1	0
8987	2021-01-29 19:00:00	2.9	-0.5	-2.3	-1.7	1	0
8986	2021-01-29 18:00:00	2.6	-1	-2.2	-1	1	0
8985	2021-01-29 17:00:00	3.2	-1.5	-2.7	-0.9	1	0
8984	2021-01-29 16:00:00	3.4	-1.8	-2.5	-1.4	1	0
8983	2021-01-29 15:00:00	3.2	-1.3	-2.6	-1.2	1	0
8982	2021-01-29 14:00:00	3.2	-2.1	-1.9	-1.5	1	0
8981	2021-01-29 13:00:00	3.1	-1.4	-2.7	-0.7	1	0
8980	2021-01-29 12:00:00	2.9	-0.6	-2.7	-0.5	1	0
8979	2021-01-29 11:00:00	1.9	1.5	-1.1	0.3	1	0
8978	2021-01-29 10:00:00	2.8	-0.1	-2.7	-0.6	1	0
8977	2021-01-29 09:00:00	2.3	1.4	-1.5	-1	1	0
8976	2021-01-29 08:00:00	2.4	0.5	-2.3	-0.1	1	0
8975	2021-01-29 07:00:00	1.7	-1.5	-0.9	-0.2	1	0
8974	2021-01-29 06:00:00	1.8	-1.6	0.8	-0.5	1	0
8973	2021-01-29 05:00:00	2	-1.6	0.3	-1.2	1	0
8972	2021-01-29 04:00:00	0.8	-0.3	-0.7	-0.2	1	0
8971	2021-01-29 03:00:00	1.9	-1.2	-0.7	-1.3	1	0
8970	2021-01-29 02:00:00	2.7	-1.3	-2.2	-0.9	1	0
8969	2021-01-29 01:00:00	1.4	-0.6	-1.2	-0.2	1	0
8968	2021-01-29 00:00:00	2.3	-0.6	-2.2	-0.7	1	0
8967	2021-01-28 23:00:00	NULL	NULL	NULL	NULL	1	0
8966	2021-01-28 22:00:00	NULL	NULL	NULL	NULL	1	0
8965	2021-01-28 21:00:00	1.3	1	0.1	0.7	1	0
8964	2021-01-28 20:00:00	2.2	-1.1	-2	0.1	1	0
8963	2021-01-28 19:00:00	2.2	-1	-1.7	1	1	0
8962	2021-01-28 18:00:00	2.4	-0.8	-1.7	1.5	1	0
8961	2021-01-28 17:00:00	1.9	0.6	-1.2	1.4	1	0
8960	2021-01-28 16:00:00	NULL	NULL	NULL	NULL	1	0
8959	2021-01-28 15:00:00	1.4	0.4	-1.2	0.6	1	0
8958	2021-01-28 14:00:00	2.8	1.5	-2	1.2	1	0
8957	2021-01-28 13:00:00	2.7	1.8	-1.7	1	1	0
8956	2021-01-28 12:00:00	2.6	2.3	-0.9	0.9	1	0
8955	2021-01-28 11:00:00	2.9	2.4	0.1	1.6	1	0
8954	2021-01-28 10:00:00	3.1	2.6	-1	1.6	1	0
8953	2021-01-28 09:00:00	3	2.1	-1.8	1.2	1	0
8952	2021-01-28 08:00:00	NULL	NULL	NULL	NULL	1	0
8951	2021-01-28 07:00:00	NULL	NULL	NULL	NULL	1	0
8950	2021-01-28 06:00:00	2.3	0.7	-1.9	-1.1	1	0
8949	2021-01-28 05:00:00	2.9	1.9	-2.1	-0.5	1	0
8948	2021-01-28 04:00:00	2.8	1.8	-2.2	0.1	1	0
8947	2021-01-28 03:00:00	2.7	2.1	-1.4	-0.7	1	0
8946	2021-01-28 02:00:00	2.9	2.5	-0.5	-1.5	1	0
8945	2021-01-28 01:00:00	2.3	1.8	-0.3	-1.4	1	0
8944	2021-01-28 00:00:00	3.7	-0.7	-2.1	-3	1	0
8943	2021-01-27 23:00:00	5.2	0.3	-2.4	-4.6	1	0
8942	2021-01-27 22:00:00	3.1	-2.4	1.1	-1.6	1	0
8941	2021-01-27 21:00:00	4.8	-0.5	-4.6	-1.4	1	0
8940	2021-01-27 20:00:00	4.2	-0.7	-3.5	-2.3	1	0
8939	2021-01-27 19:00:00	2.6	2.3	0.2	1.1	1	0
8938	2021-01-27 18:00:00	3.3	3.1	1.3	0	1	0
8937	2021-01-27 17:00:00	3.2	3.2	0.1	0.1	1	0
8936	2021-01-27 16:00:00	2.8	2.5	-1.3	0.2	1	0
8935	2021-01-27 15:00:00	3.7	-1.7	-2.3	-2.4	1	0
8934	2021-01-27 14:00:00	1.5	1.4	0.6	-0.1	1	0
8933	2021-01-27 13:00:00	2.1	1.8	-1	-0.4	1	0
8932	2021-01-27 12:00:00	1.5	1.4	-0.1	-0.6	1	0
8931	2021-01-27 11:00:00	3.7	1.2	-3.4	-1	1	0
8930	2021-01-27 10:00:00	4	2.7	-2.9	0.2	1	0
8929	2021-01-27 09:00:00	4.4	-0.8	-3.8	-2.1	1	0
8928	2021-01-27 08:00:00	3.9	2	-3.3	-0.7	1	0
8927	2021-01-27 07:00:00	4.3	1.7	-3.9	-0.8	1	0
8926	2021-01-27 06:00:00	4.1	2.5	-3.1	0.8	1	0
8925	2021-01-27 05:00:00	4	2.1	-3.3	-0.9	1	0
8924	2021-01-27 04:00:00	4.5	3.8	-2.2	1	1	0
8923	2021-01-27 03:00:00	4.2	0.9	-3.8	-1.4	1	0
8922	2021-01-27 02:00:00	4.4	1.8	-3.4	-2.2	1	0
8921	2021-01-27 01:00:00	3.4	2.7	-1.1	1.6	1	0
8920	2021-01-27 00:00:00	2.4	0.6	2.3	0.3	1	0
8919	2021-01-26 23:00:00	3.4	2.9	-0.6	-1.7	1	0
8918	2021-01-26 22:00:00	NULL	NULL	NULL	NULL	1	0
8917	2021-01-26 21:00:00	4.2	3.6	-2.1	-0.7	1	0
8916	2021-01-26 20:00:00	3.7	2.1	-1.2	-2.8	1	0
8915	2021-01-26 19:00:00	2.9	2.4	-1.7	-0.4	1	0
8914	2021-01-26 18:00:00	2.7	1.3	-2.3	0.7	1	0
8913	2021-01-26 17:00:00	4.4	-0.7	-2.9	-3.3	1	0
8912	2021-01-26 16:00:00	1.3	-0.5	-0.8	-0.9	1	0
8911	2021-01-26 15:00:00	3	0.1	-2.4	-1.9	1	0
8910	2021-01-26 14:00:00	2.7	1.3	-2.4	-0.2	1	0
8909	2021-01-26 13:00:00	3.1	2.3	-2.1	-0.3	1	0
8908	2021-01-26 12:00:00	3.5	2.8	-2.1	-0.1	1	0
8907	2021-01-26 11:00:00	3.5	2.6	-2.2	-0.9	1	0
8906	2021-01-26 10:00:00	2.8	1.8	-1.9	-1	1	0
8905	2021-01-26 09:00:00	2.9	2.2	-1.6	-1.1	1	0
8904	2021-01-26 08:00:00	3	2.7	-1	-1	1	0
8903	2021-01-26 07:00:00	3.2	2.9	-1.5	-0.2	1	0
8902	2021-01-26 06:00:00	3.6	2.7	-2.4	0.4	1	0
8901	2021-01-26 05:00:00	4.8	2.6	-3.6	1.7	1	0
8900	2021-01-26 04:00:00	3.9	1.4	-3.6	0.5	1	0
8899	2021-01-26 03:00:00	4.8	3.1	-3.3	-1.7	1	0
8898	2021-01-26 02:00:00	4.2	1.1	-0.9	-3.9	1	0
8897	2021-01-26 01:00:00	3.8	1.4	-3.5	0.5	1	0
8896	2021-01-26 00:00:00	5.2	2.4	-4.6	-0.8	1	0
8895	2021-01-25 23:00:00	NULL	NULL	NULL	NULL	1	0
8894	2021-01-25 22:00:00	NULL	NULL	NULL	NULL	1	0
8893	2021-01-25 21:00:00	9.1	4.1	-4	-7.1	1	0
8892	2021-01-25 20:00:00	NULL	NULL	NULL	NULL	1	0
8891	2021-01-25 19:00:00	7.1	4.5	-4.4	-3.3	1	0
8890	2021-01-25 18:00:00	8.2	3.4	-6.6	3.6	1	0
8889	2021-01-25 17:00:00	6.9	5.5	-4.2	0.5	1	0
8888	2021-01-25 16:00:00	8.9	3.1	-7.1	4.5	1	0
8887	2021-01-25 15:00:00	7	3.2	-6	-1.7	1	0
8886	2021-01-25 14:00:00	8.6	3	-8.1	0.7	1	0
8885	2021-01-25 13:00:00	9.7	3.4	-9	-1	1	0
8884	2021-01-25 12:00:00	9.2	4.3	-8.1	0.5	1	0
8883	2021-01-25 11:00:00	6.5	3.7	-2.7	4.6	1	0
8882	2021-01-25 10:00:00	5.9	3.6	-2.8	3.8	1	0
8881	2021-01-25 09:00:00	6.3	5.3	-2.9	-2	1	0
8880	2021-01-25 08:00:00	7.7	5.1	-3.9	-4.3	1	0
8879	2021-01-25 07:00:00	8.2	3.4	-5.1	-5.5	1	0
8878	2021-01-25 06:00:00	5.3	1.1	-0.5	-5.2	1	0
8877	2021-01-25 05:00:00	6.5	2.7	1.1	-5.8	1	0
8876	2021-01-25 04:00:00	2.6	2.2	-1.5	0.4	1	0
8875	2021-01-25 03:00:00	7	1.4	-3.5	5.9	1	0
8874	2021-01-25 02:00:00	1.7	0.7	0.7	1.4	1	0
8873	2021-01-25 01:00:00	3.3	-2.1	2.5	-0.8	1	0
8872	2021-01-25 00:00:00	2.8	-1	-1.5	2.2	1	0
8871	2021-01-24 23:00:00	NULL	NULL	NULL	NULL	1	0
8870	2021-01-24 22:00:00	NULL	NULL	NULL	NULL	1	0
8869	2021-01-24 21:00:00	7.3	6	-4.2	0.4	1	0
8868	2021-01-24 20:00:00	NULL	NULL	NULL	NULL	1	0
8867	2021-01-24 19:00:00	6.7	5.2	-4.1	-0.1	1	0
8866	2021-01-24 18:00:00	6.2	4.3	-4.4	0.3	1	0
8865	2021-01-24 17:00:00	5.9	3.8	-4.5	0.4	1	0
8864	2021-01-24 16:00:00	7.4	2.2	-7	1.3	1	0
8863	2021-01-24 15:00:00	7.1	0.9	-6.4	3	1	0
8862	2021-01-24 14:00:00	5.5	-1.5	1.1	5.1	1	0
8861	2021-01-24 13:00:00	4.1	-2	3.5	-0.1	1	0
8860	2021-01-24 12:00:00	3.7	0	2.6	-2.6	1	0
8859	2021-01-24 11:00:00	4.1	-2	3.4	-1	1	0
8858	2021-01-24 10:00:00	4.5	-2.6	3.1	-1.9	1	0
8857	2021-01-24 09:00:00	4.4	-2.6	3.1	-1.5	1	0
8856	2021-01-24 08:00:00	4.7	-4.2	2	-0.8	1	0
8855	2021-01-24 07:00:00	5.4	-4	3.6	0.4	1	0
8854	2021-01-24 06:00:00	5.5	-3.4	3.8	-2	1	0
8853	2021-01-24 05:00:00	5	-3.2	3.1	-2.3	1	0
8852	2021-01-24 04:00:00	5.3	-3	4.3	0.5	1	0
8851	2021-01-24 03:00:00	5.4	-1.2	5	-1.8	1	0
8850	2021-01-24 02:00:00	5.8	-1.6	5.3	-1.6	1	0
8849	2021-01-24 01:00:00	5.9	-4.6	2.3	2.9	1	0
8848	2021-01-24 00:00:00	6	-4.9	2.1	2.7	1	0
8847	2021-01-23 23:00:00	4.8	1.5	-2.4	3.8	1	0
8846	2021-01-23 22:00:00	NULL	NULL	NULL	NULL	1	0
8845	2021-01-23 21:00:00	7.5	-5.8	0.7	4.7	1	0
8844	2021-01-23 20:00:00	4.4	-1.2	4.2	0.1	1	0
8843	2021-01-23 19:00:00	4.1	0	3.4	-2.2	1	0
8842	2021-01-23 18:00:00	4.2	-0.3	3.9	-1.3	1	0
8841	2021-01-23 17:00:00	3.6	-1.8	3.2	-0.4	1	0
8840	2021-01-23 16:00:00	5	2.2	3.8	-2.4	1	0
8839	2021-01-23 15:00:00	3	-0.3	2.8	-1.2	1	0
8838	2021-01-23 14:00:00	2.8	-2.5	0.8	0.8	1	0
8837	2021-01-23 13:00:00	6.7	-6	-1.1	2.7	1	0
8836	2021-01-23 12:00:00	5	-1	0.5	-4.9	1	0
8835	2021-01-23 11:00:00	7.5	-1.1	1.9	-7.2	1	0
8834	2021-01-23 10:00:00	6.7	-6.3	2.2	-0.6	1	0
8833	2021-01-23 09:00:00	7.5	-7.1	2.4	0.7	1	0
